Report Number,Date Reported,City,crime_type,Victim Age,Victim Gender,Weapon Used,latitude,longitude,zone_type,crowd_density,severity_score,source,hour,is_night,day_of_week,safety_score,is_safe_route
RPT008726,2024-03-02 06:00:00,Delhi,Molestation,10,Female,None,28.642475,77.231184,Slum,22,2,news_report,6,0,6,7.41,1
RPT008727,2024-01-28 19:00:00,Delhi,Molestation,12,Male,None,28.626446,77.245586,Market,30,4,official_fir,19,0,1,3.73,0
RPT008728,2024-03-04 02:00:00,Hyderabad,Snatching,74,Male,Sharp Object,17.334559,78.383498,Commercial,96,4,news_report,2,1,3,3.22,0
RPT008729,2024-04-21 07:00:00,Chennai,Snatching,52,Male,Blunt Object,13.040987,80.232324,Industrial,27,5,crowdsourced,7,0,4,4.41,0
RPT008730,2024-02-01 07:00:00,Hyderabad,Burglary,39,Other,Poison,17.384232,78.493222,Industrial,66,5,official_fir,7,0,2,1.32,0
RPT008731,2024-06-07 12:00:00,Delhi,Harassment,73,Male,Poison,28.652278,77.13817,Industrial,51,4,news_report,12,0,0,3.04,0
RPT008732,2024-03-01 20:00:00,Hyderabad,Assault,11,Other,Blunt Object,17.343094,78.413564,Residential,49,2,crowdsourced,20,1,5,4.78,0
RPT008733,2024-03-05 09:00:00,Hyderabad,Molestation,52,Male,Blunt Object,17.355905,78.466353,Industrial,64,3,news_report,9,0,0,5.38,0
RPT008734,2024-04-15 07:00:00,Hyderabad,Theft,79,Male,Blunt Object,17.334029,78.494963,Commercial,21,5,news_report,7,0,2,3.59,0
RPT008735,2024-01-23 11:00:00,Chennai,Molestation,21,Female,Poison,13.119541,80.241008,Industrial,91,5,crowdsourced,11,0,2,2.83,0
RPT008736,2024-05-24 12:00:00,Mumbai,Assault,58,Other,Blunt Object,19.042548,72.907321,Industrial,77,5,crowdsourced,12,0,3,3.08,0
RPT008737,2024-03-23 23:00:00,Kolkata,Assault,79,Male,Poison,22.513027,88.442836,Industrial,49,5,official_fir,23,1,1,2.04,0
RPT008738,2024-03-01 10:00:00,Mumbai,Snatching,25,Male,Blunt Object,19.111854,72.793621,Slum,16,1,crowdsourced,10,0,5,8.53,1
RPT008739,2024-01-28 02:00:00,Mumbai,Assault,41,Other,Blunt Object,19.023544,72.903491,Market,64,5,news_report,2,1,3,2.84,0
RPT008740,2024-06-04 04:00:00,Chennai,Harassment,47,Male,Sharp Object,13.031675,80.300209,Park,18,1,crowdsourced,4,1,3,6.66,1
RPT008741,2024-03-12 02:00:00,Bengaluru,Theft,71,Male,Poison,13.07074,77.543933,Slum,28,3,news_report,2,1,1,3.75,0
RPT008742,2024-03-05 15:00:00,Kolkata,Burglary,75,Other,Poison,22.611877,88.418616,Residential,11,1,news_report,15,0,0,8.28,1
RPT008743,2024-03-01 01:00:00,Mumbai,Burglary,26,Female,Blunt Object,19.116307,72.952405,Park,35,5,news_report,1,1,1,0.67,0
RPT008744,2024-06-16 19:00:00,Mumbai,Molestation,69,Male,Sharp Object,18.974889,72.866279,Industrial,58,1,news_report,19,0,2,6.71,1
RPT008745,2024-04-16 14:00:00,Chennai,Harassment,41,Male,None,13.110702,80.269982,Slum,86,4,crowdsourced,14,0,1,4.27,0
RPT008746,2024-01-30 05:00:00,Mumbai,Molestation,15,Other,Poison,19.055787,72.88988,Slum,74,5,news_report,5,1,6,1.09,0
RPT008747,2024-03-22 15:00:00,Bengaluru,Molestation,10,Other,Poison,12.999457,77.638121,Park,73,4,crowdsourced,15,0,2,2.14,0
RPT008748,2024-02-23 13:00:00,Kolkata,Harassment,10,Male,Poison,22.574361,88.3905,Park,31,3,crowdsourced,13,0,6,4.03,0
RPT008749,2024-02-16 11:00:00,Hyderabad,Assault,61,Female,Blunt Object,17.398483,78.555865,Slum,86,1,official_fir,11,0,5,4.71,0
RPT008750,2024-03-25 08:00:00,Delhi,Molestation,49,Other,Blunt Object,28.630811,77.215703,Industrial,21,4,crowdsourced,8,0,2,3.7,0
RPT008751,2024-06-01 11:00:00,Hyderabad,Molestation,45,Male,Blunt Object,17.425762,78.482122,Industrial,16,3,news_report,11,0,4,3.77,0
RPT008752,2024-02-08 11:00:00,Delhi,Burglary,57,Male,None,28.660693,77.300604,Slum,78,2,crowdsourced,11,0,3,5.2,0
RPT008753,2024-04-21 01:00:00,Mumbai,Snatching,46,Other,Poison,19.041237,72.862241,Market,78,1,crowdsourced,1,1,2,6.19,1
RPT008754,2024-06-06 22:00:00,Kolkata,Snatching,35,Female,Blunt Object,22.529159,88.346754,Market,45,4,news_report,22,1,0,2.54,0
RPT008755,2024-01-27 15:00:00,Delhi,Burglary,20,Male,Blunt Object,28.56018,77.196033,Residential,95,4,official_fir,15,0,4,2.92,0
RPT008756,2024-01-29 06:00:00,Hyderabad,Snatching,45,Other,None,17.391578,78.437059,Slum,94,4,crowdsourced,6,0,0,4.43,0
RPT008757,2024-05-24 10:00:00,Kolkata,Assault,78,Male,Blunt Object,22.573113,88.429366,Park,19,3,official_fir,10,0,6,8.87,1
RPT008758,2024-03-20 18:00:00,Chennai,Burglary,61,Male,Blunt Object,13.09282,80.368097,Market,70,3,crowdsourced,18,0,0,3.9,0
RPT008759,2024-02-20 17:00:00,Chennai,Snatching,31,Male,Blunt Object,13.182866,80.163072,Slum,16,5,news_report,17,0,0,2.57,0
RPT008760,2024-02-20 08:00:00,Mumbai,Assault,41,Male,Blunt Object,19.006348,72.844533,Park,99,1,news_report,8,0,4,8.96,1
RPT008761,2024-03-02 16:00:00,Mumbai,Theft,66,Male,Poison,19.058882,72.814135,Commercial,22,4,official_fir,16,0,1,2.23,0
RPT008762,2024-06-07 02:00:00,Kolkata,Burglary,47,Male,Sharp Object,22.477958,88.426753,Industrial,93,3,news_report,2,1,2,4.27,0
RPT008763,2024-02-19 20:00:00,Kolkata,Assault,20,Female,Blunt Object,22.717205,88.356538,Residential,54,2,crowdsourced,20,1,3,7.65,1
RPT008764,2024-03-19 14:00:00,Mumbai,Snatching,61,Male,Blunt Object,19.047459,72.837269,Commercial,93,3,official_fir,14,0,3,2.82,0
RPT008765,2024-06-12 08:00:00,Kolkata,Theft,57,Other,Blunt Object,22.56546,88.373894,Market,80,5,official_fir,8,0,4,2.38,0
RPT008766,2024-03-24 08:00:00,Kolkata,Snatching,45,Female,Poison,22.553001,88.373712,Commercial,24,3,crowdsourced,8,0,5,3.64,0
RPT008767,2024-04-11 05:00:00,Bengaluru,Burglary,34,Female,Blunt Object,12.974489,77.587639,Residential,60,5,news_report,5,1,0,1.25,0
RPT008768,2024-02-24 23:00:00,Bengaluru,Molestation,34,Female,Sharp Object,12.918458,77.588172,Residential,55,2,crowdsourced,23,1,4,4.66,0
RPT008769,2024-06-06 04:00:00,Kolkata,Harassment,28,Other,Sharp Object,22.564488,88.404541,Commercial,75,1,news_report,4,1,5,5.04,0
RPT008770,2024-02-16 01:00:00,Delhi,Burglary,47,Female,Blunt Object,28.654081,77.223369,Park,65,1,news_report,1,1,3,5.95,0
RPT008771,2024-06-13 19:00:00,Chennai,Snatching,21,Male,Poison,13.167191,80.282225,Park,19,4,official_fir,19,0,0,4.05,0
RPT008772,2024-01-26 21:00:00,Mumbai,Snatching,68,Female,Sharp Object,19.101871,72.9065,Slum,38,2,news_report,21,1,4,4.4,0
RPT008773,2024-01-12 08:00:00,Kolkata,Assault,41,Female,None,22.605065,88.338305,Residential,41,3,crowdsourced,8,0,2,5.3,0
RPT008774,2024-04-16 23:00:00,Chennai,Theft,27,Female,Blunt Object,13.041923,80.222375,Commercial,14,4,official_fir,23,1,5,4.41,0
RPT008775,2024-06-27 03:00:00,Kolkata,Harassment,45,Male,Blunt Object,22.617932,88.321376,Slum,20,3,news_report,3,1,6,4.21,0
RPT008776,2024-04-18 00:00:00,Hyderabad,Molestation,51,Female,None,17.364586,78.490428,Market,16,5,official_fir,0,1,3,2.52,0
RPT008777,2024-05-18 07:00:00,Chennai,Molestation,10,Female,Sharp Object,13.060854,80.295766,Park,15,5,news_report,7,0,2,3.13,0
RPT008778,2024-02-26 13:00:00,Mumbai,Assault,71,Female,Sharp Object,19.056747,72.845114,Park,13,3,crowdsourced,13,0,5,4.42,0
RPT008779,2024-05-29 03:00:00,Mumbai,Theft,49,Male,Blunt Object,19.101483,72.86329,Commercial,83,4,news_report,3,1,0,2.36,0
RPT008780,2024-03-12 16:00:00,Mumbai,Assault,52,Other,Sharp Object,19.09359,72.864262,Market,61,5,official_fir,16,0,1,4.03,0
RPT008781,2024-04-13 03:00:00,Bengaluru,Assault,43,Female,Poison,12.960803,77.528291,Park,10,4,news_report,3,1,1,4.31,0
RPT008782,2024-02-20 04:00:00,Bengaluru,Molestation,74,Other,Sharp Object,12.988146,77.704631,Slum,89,4,official_fir,4,1,4,2.17,0
RPT008783,2024-01-15 00:00:00,Bengaluru,Assault,14,Male,Sharp Object,12.995717,77.582813,Industrial,69,1,official_fir,0,1,0,4.46,0
RPT008784,2024-05-07 15:00:00,Delhi,Molestation,35,Female,Sharp Object,28.674273,77.240609,Industrial,34,3,news_report,15,0,2,5.8,0
RPT008785,2024-04-28 17:00:00,Hyderabad,Assault,23,Other,Poison,17.406504,78.468019,Park,78,1,crowdsourced,17,0,6,6.65,1
RPT008786,2024-01-16 04:00:00,Hyderabad,Assault,33,Other,None,17.454263,78.510034,Industrial,97,5,crowdsourced,4,1,5,3.1,0
RPT008787,2024-05-03 20:00:00,Chennai,Burglary,31,Female,Sharp Object,13.069075,80.293506,Industrial,90,2,official_fir,20,1,4,3.36,0
RPT008788,2024-02-12 04:00:00,Kolkata,Snatching,21,Other,Blunt Object,22.57088,88.290798,Residential,23,5,news_report,4,1,3,1.21,0
RPT008789,2024-03-16 14:00:00,Delhi,Theft,42,Female,None,28.595016,77.209843,Market,91,3,news_report,14,0,3,4.21,0
RPT008790,2024-02-16 01:00:00,Chennai,Molestation,72,Other,Blunt Object,13.088524,80.279708,Market,22,4,official_fir,1,1,1,2.05,0
RPT008791,2024-05-09 20:00:00,Chennai,Assault,78,Male,Blunt Object,13.040058,80.188638,Industrial,85,5,news_report,20,1,3,1.6,0
RPT008792,2024-04-20 18:00:00,Hyderabad,Molestation,72,Female,None,17.347141,78.414651,Market,45,2,news_report,18,0,5,8.18,1
RPT008793,2024-03-24 17:00:00,Delhi,Molestation,65,Female,Blunt Object,28.523933,77.222383,Residential,33,3,official_fir,17,0,0,6.1,1
RPT008794,2024-06-25 04:00:00,Delhi,Burglary,53,Female,Poison,28.597705,77.281682,Slum,91,4,official_fir,4,1,0,0.38,0
RPT008795,2024-06-15 11:00:00,Hyderabad,Theft,47,Female,Blunt Object,17.481508,78.561044,Park,83,3,official_fir,11,0,1,3.48,0
RPT008796,2024-06-23 00:00:00,Bengaluru,Theft,32,Female,Sharp Object,13.089841,77.606497,Slum,38,4,official_fir,0,1,2,2.37,0
RPT008797,2024-02-22 06:00:00,Mumbai,Assault,51,Female,Poison,19.086243,72.797506,Industrial,76,2,official_fir,6,0,2,6.48,1
RPT008798,2024-05-15 09:00:00,Delhi,Assault,31,Female,Sharp Object,28.596463,77.151859,Park,25,1,news_report,9,0,5,7.24,1
RPT008799,2024-04-15 01:00:00,Mumbai,Harassment,75,Other,Poison,19.057595,72.853589,Commercial,68,3,crowdsourced,1,1,0,3.15,0
RPT008800,2024-04-01 17:00:00,Chennai,Theft,48,Male,Poison,13.028964,80.322282,Slum,91,3,official_fir,17,0,6,4.37,0
RPT008801,2024-01-04 13:00:00,Mumbai,Burglary,76,Male,Sharp Object,19.151776,72.819231,Market,24,4,crowdsourced,13,0,3,3.99,0
RPT008802,2024-02-08 13:00:00,Chennai,Burglary,76,Female,None,13.109265,80.292179,Park,78,5,news_report,13,0,1,4.28,0
RPT008803,2024-02-25 21:00:00,Delhi,Burglary,55,Female,None,28.611536,77.272148,Slum,53,2,crowdsourced,21,1,5,5.32,0
RPT008804,2024-05-15 11:00:00,Bengaluru,Harassment,65,Male,Poison,12.986464,77.640991,Commercial,38,2,official_fir,11,0,4,6.79,1
RPT008805,2024-01-03 03:00:00,Chennai,Assault,55,Other,Sharp Object,13.098916,80.260066,Industrial,91,1,official_fir,3,1,4,7.02,1
RPT008806,2024-01-27 23:00:00,Bengaluru,Theft,21,Male,Sharp Object,12.969357,77.604288,Park,33,5,news_report,23,1,6,1.57,0
RPT008807,2024-06-05 10:00:00,Bengaluru,Assault,10,Female,Sharp Object,12.999086,77.605464,Residential,91,1,news_report,10,0,5,5.98,0
RPT008808,2024-04-30 02:00:00,Bengaluru,Assault,31,Other,Blunt Object,12.911186,77.57796,Park,67,5,official_fir,2,1,2,1.84,0
RPT008809,2024-05-03 06:00:00,Kolkata,Burglary,13,Other,Blunt Object,22.607474,88.343673,Industrial,43,2,official_fir,6,0,1,5.8,0
RPT008810,2024-03-15 19:00:00,Hyderabad,Molestation,14,Female,None,17.368014,78.488243,Market,21,3,crowdsourced,19,0,2,6.57,1
RPT008811,2024-01-02 23:00:00,Mumbai,Theft,26,Male,None,19.112762,73.004204,Slum,90,2,news_report,23,1,6,6.29,1
RPT008812,2024-05-10 03:00:00,Bengaluru,Theft,58,Other,Blunt Object,12.968181,77.540567,Residential,28,5,news_report,3,1,3,1.74,0
RPT008813,2024-06-19 01:00:00,Hyderabad,Snatching,75,Male,Sharp Object,17.370016,78.526301,Residential,66,3,news_report,1,1,0,3.17,0
RPT008814,2024-06-25 09:00:00,Chennai,Snatching,66,Female,None,13.075933,80.231736,Park,56,4,news_report,9,0,3,3.87,0
RPT008815,2024-04-26 19:00:00,Chennai,Harassment,59,Other,Sharp Object,13.023297,80.207003,Commercial,27,2,crowdsourced,19,0,0,5.6,0
RPT008816,2024-03-14 04:00:00,Delhi,Theft,61,Female,Blunt Object,28.598434,77.178383,Market,90,1,news_report,4,1,6,5.38,0
RPT008817,2024-01-16 14:00:00,Hyderabad,Assault,73,Male,Poison,17.395799,78.45866,Residential,78,3,news_report,14,0,2,4.63,0
RPT008818,2024-02-15 23:00:00,Bengaluru,Molestation,27,Male,Sharp Object,13.035196,77.505323,Slum,54,5,crowdsourced,23,1,3,0.0,0
RPT008819,2024-01-09 17:00:00,Delhi,Theft,18,Other,Sharp Object,28.542439,77.103475,Industrial,69,4,crowdsourced,17,0,3,2.7,0
RPT008820,2024-02-25 10:00:00,Bengaluru,Burglary,24,Male,None,13.057862,77.590642,Slum,75,2,news_report,10,0,0,8.33,1
RPT008821,2024-05-27 19:00:00,Hyderabad,Harassment,14,Female,Sharp Object,17.396603,78.442763,Industrial,80,4,news_report,19,0,2,2.16,0
RPT008822,2024-02-18 23:00:00,Hyderabad,Theft,29,Male,Blunt Object,17.323046,78.494292,Residential,36,5,crowdsourced,23,1,3,2.82,0
RPT008823,2024-06-12 00:00:00,Mumbai,Molestation,53,Other,Blunt Object,19.064324,72.972264,Commercial,52,5,crowdsourced,0,1,3,1.62,0
RPT008824,2024-06-24 21:00:00,Mumbai,Theft,72,Female,Blunt Object,18.980365,72.948186,Industrial,21,1,news_report,21,1,4,5.87,0
RPT008825,2024-05-19 17:00:00,Hyderabad,Molestation,46,Female,Sharp Object,17.42893,78.439999,Slum,77,1,official_fir,17,0,2,5.95,0
RPT008826,2024-04-04 15:00:00,Kolkata,Theft,26,Male,Sharp Object,22.577829,88.373765,Commercial,31,1,official_fir,15,0,1,5.28,0
RPT008827,2024-05-24 13:00:00,Delhi,Burglary,23,Female,Poison,28.570282,77.188515,Commercial,36,4,official_fir,13,0,1,2.53,0
RPT008828,2024-02-16 20:00:00,Bengaluru,Harassment,68,Other,Sharp Object,12.8932,77.534902,Market,22,4,crowdsourced,20,1,5,2.38,0
RPT008829,2024-05-29 01:00:00,Mumbai,Theft,30,Female,Sharp Object,19.073837,72.874249,Park,85,3,news_report,1,1,5,3.17,0
RPT008830,2024-06-28 19:00:00,Bengaluru,Snatching,10,Female,Blunt Object,13.019219,77.598188,Commercial,80,5,official_fir,19,0,0,0.4,0
RPT008831,2024-06-07 18:00:00,Chennai,Snatching,74,Male,Sharp Object,13.055781,80.326849,Industrial,72,2,official_fir,18,0,2,4.37,0
RPT008832,2024-05-11 06:00:00,Kolkata,Assault,77,Female,Poison,22.588315,88.337274,Industrial,25,4,crowdsourced,6,0,2,2.66,0
RPT008833,2024-03-05 10:00:00,Bengaluru,Burglary,79,Female,Sharp Object,12.907117,77.594617,Industrial,55,5,official_fir,10,0,6,1.6,0
RPT008834,2024-04-22 12:00:00,Delhi,Harassment,44,Female,Sharp Object,28.575441,77.202992,Industrial,87,4,news_report,12,0,0,3.88,0
RPT008835,2024-02-24 04:00:00,Mumbai,Snatching,56,Other,None,19.05491,72.821374,Market,61,2,crowdsourced,4,1,6,6.45,1
RPT008836,2024-01-19 12:00:00,Bengaluru,Molestation,48,Male,Poison,12.951206,77.644771,Commercial,19,3,news_report,12,0,0,5.34,0
RPT008837,2024-03-03 23:00:00,Kolkata,Harassment,41,Female,Blunt Object,22.607197,88.42606,Slum,94,4,official_fir,23,1,3,0.64,0
RPT008838,2024-06-03 20:00:00,Delhi,Harassment,29,Other,Blunt Object,28.644608,77.18053,Commercial,21,4,news_report,20,1,2,0.51,0
RPT008839,2024-02-19 14:00:00,Chennai,Assault,43,Male,Poison,13.063487,80.272765,Park,54,2,crowdsourced,14,0,6,6.69,1
RPT008840,2024-06-16 20:00:00,Mumbai,Assault,54,Male,None,19.094301,72.815583,Market,16,3,crowdsourced,20,1,4,3.89,0
RPT008841,2024-04-25 13:00:00,Bengaluru,Molestation,71,Other,Sharp Object,12.93794,77.58438,Market,58,1,news_report,13,0,6,5.24,0
RPT008842,2024-02-04 21:00:00,Chennai,Molestation,14,Other,Blunt Object,13.112867,80.24675,Market,66,2,crowdsourced,21,1,0,5.47,0
RPT008843,2024-06-06 13:00:00,Mumbai,Burglary,39,Male,Sharp Object,19.066977,72.802592,Park,83,2,crowdsourced,13,0,0,6.67,1
RPT008844,2024-04-06 21:00:00,Chennai,Burglary,44,Male,None,13.037934,80.291156,Park,89,4,news_report,21,1,2,3.2,0
RPT008845,2024-06-13 11:00:00,Hyderabad,Molestation,30,Female,Blunt Object,17.384571,78.546196,Park,71,3,crowdsourced,11,0,1,6.01,1
RPT008846,2024-01-16 05:00:00,Delhi,Assault,11,Female,Blunt Object,28.698716,77.135086,Market,89,3,crowdsourced,5,1,5,3.36,0
RPT008847,2024-01-20 01:00:00,Chennai,Assault,30,Female,None,13.141356,80.300279,Slum,17,4,news_report,1,1,5,0.81,0
RPT008848,2024-01-05 23:00:00,Hyderabad,Harassment,33,Other,Blunt Object,17.489764,78.523306,Market,88,5,official_fir,23,1,5,2.0,0
RPT008849,2024-01-14 05:00:00,Mumbai,Assault,33,Other,Sharp Object,18.964899,72.830022,Market,35,4,official_fir,5,1,2,3.64,0
RPT008850,2024-01-12 22:00:00,Kolkata,Snatching,58,Female,Blunt Object,22.606163,88.301586,Residential,11,2,crowdsourced,22,1,0,6.68,1
RPT008851,2024-01-14 12:00:00,Chennai,Theft,54,Male,Poison,13.09456,80.282115,Commercial,43,2,crowdsourced,12,0,0,6.41,1
RPT008852,2024-06-03 07:00:00,Chennai,Burglary,27,Male,Poison,13.156026,80.286714,Commercial,36,4,official_fir,7,0,5,4.03,0
RPT008853,2024-02-04 07:00:00,Mumbai,Harassment,48,Other,None,19.123229,72.892922,Residential,96,1,crowdsourced,7,0,0,6.27,1
RPT008854,2024-01-04 00:00:00,Delhi,Assault,52,Female,Blunt Object,28.625215,77.238148,Park,39,4,official_fir,0,1,0,3.5,0
RPT008855,2024-02-24 12:00:00,Mumbai,Molestation,49,Male,Blunt Object,19.031694,72.865701,Commercial,16,5,news_report,12,0,3,3.17,0
RPT008856,2024-03-07 23:00:00,Chennai,Assault,30,Other,Blunt Object,13.108879,80.422013,Market,62,2,news_report,23,1,4,3.49,0
RPT008857,2024-05-25 22:00:00,Chennai,Theft,17,Female,Poison,13.169187,80.337556,Commercial,15,2,crowdsourced,22,1,5,5.95,0
RPT008858,2024-01-26 13:00:00,Bengaluru,Burglary,38,Female,None,12.97032,77.600905,Industrial,65,3,crowdsourced,13,0,6,4.46,0
RPT008859,2024-05-20 02:00:00,Kolkata,Harassment,32,Other,Blunt Object,22.557218,88.279301,Park,73,1,news_report,2,1,1,7.92,1
RPT008860,2024-03-08 03:00:00,Mumbai,Molestation,17,Other,Sharp Object,19.188976,72.832704,Commercial,14,3,official_fir,3,1,1,2.56,0
RPT008861,2024-06-06 21:00:00,Mumbai,Molestation,15,Other,Sharp Object,18.985066,72.946708,Market,13,5,crowdsourced,21,1,2,0.51,0
RPT008862,2024-06-20 10:00:00,Bengaluru,Theft,79,Male,Sharp Object,12.923372,77.538198,Industrial,10,4,official_fir,10,0,3,6.25,1
RPT008863,2024-04-16 06:00:00,Hyderabad,Harassment,11,Male,Poison,17.43723,78.46019,Park,33,5,crowdsourced,6,0,4,3.74,0
RPT008864,2024-05-17 10:00:00,Chennai,Molestation,62,Male,Poison,13.052737,80.375717,Market,47,3,official_fir,10,0,3,6.16,1
RPT008865,2024-01-09 07:00:00,Hyderabad,Harassment,68,Female,Poison,17.390715,78.576267,Industrial,91,4,crowdsourced,7,0,3,2.13,0
RPT008866,2024-04-09 01:00:00,Delhi,Burglary,33,Male,Sharp Object,28.608132,77.099227,Slum,99,5,crowdsourced,1,1,1,0.0,0
RPT008867,2024-01-11 14:00:00,Delhi,Snatching,31,Male,Blunt Object,28.575097,77.254225,Park,76,1,crowdsourced,14,0,4,7.01,1
RPT008868,2024-03-11 04:00:00,Hyderabad,Assault,53,Female,Poison,17.335486,78.465039,Park,42,5,news_report,4,1,0,1.04,0
RPT008869,2024-02-21 03:00:00,Delhi,Snatching,48,Male,Blunt Object,28.624942,77.14091,Slum,96,4,news_report,3,1,0,0.9,0
RPT008870,2024-05-14 21:00:00,Delhi,Molestation,76,Female,Poison,28.607581,77.282693,Commercial,17,2,news_report,21,1,5,6.31,1
RPT008871,2024-03-22 18:00:00,Mumbai,Snatching,51,Male,Poison,19.092357,72.891837,Slum,66,4,news_report,18,0,1,3.35,0
RPT008872,2024-06-21 22:00:00,Kolkata,Snatching,57,Other,Poison,22.492494,88.481482,Industrial,64,5,news_report,22,1,1,0.0,0
RPT008873,2024-01-17 06:00:00,Kolkata,Burglary,57,Female,Poison,22.474794,88.273835,Industrial,92,3,official_fir,6,0,3,4.89,0
RPT008874,2024-05-27 20:00:00,Mumbai,Harassment,32,Female,Sharp Object,19.133752,72.937559,Slum,25,5,official_fir,20,1,0,1.31,0
RPT008875,2024-02-28 01:00:00,Bengaluru,Assault,45,Female,Sharp Object,12.940322,77.571964,Slum,33,5,news_report,1,1,6,0.14,0
RPT008876,2024-03-06 07:00:00,Mumbai,Assault,66,Female,Poison,19.004584,72.820253,Residential,20,3,news_report,7,0,5,6.0,1
RPT008877,2024-01-29 05:00:00,Bengaluru,Theft,71,Male,Blunt Object,12.932715,77.552006,Residential,96,1,news_report,5,1,2,6.16,1
RPT008878,2024-06-14 08:00:00,Kolkata,Burglary,61,Female,Sharp Object,22.588721,88.37996,Slum,13,2,official_fir,8,0,0,5.63,0
RPT008879,2024-06-12 07:00:00,Chennai,Harassment,40,Male,None,13.18755,80.232115,Slum,39,4,news_report,7,0,6,4.76,0
RPT008880,2024-06-23 11:00:00,Chennai,Harassment,15,Female,Sharp Object,12.989734,80.243029,Commercial,83,5,official_fir,11,0,6,2.51,0
RPT008881,2024-04-04 09:00:00,Delhi,Burglary,29,Other,Sharp Object,28.641295,77.152701,Residential,66,4,crowdsourced,9,0,3,2.19,0
RPT008882,2024-02-15 10:00:00,Kolkata,Theft,73,Other,Blunt Object,22.535755,88.392862,Residential,49,4,official_fir,10,0,1,3.33,0
RPT008883,2024-06-02 05:00:00,Kolkata,Molestation,24,Male,Poison,22.670255,88.359905,Market,49,4,news_report,5,1,5,3.28,0
RPT008884,2024-03-15 15:00:00,Delhi,Harassment,57,Female,Sharp Object,28.593847,77.285197,Park,89,2,news_report,15,0,3,5.9,0
RPT008885,2024-03-21 15:00:00,Hyderabad,Molestation,10,Female,None,17.339528,78.483637,Park,99,4,crowdsourced,15,0,3,3.76,0
RPT008886,2024-02-22 20:00:00,Delhi,Harassment,38,Female,Blunt Object,28.641256,77.189031,Slum,21,3,news_report,20,1,4,3.57,0
RPT008887,2024-03-17 02:00:00,Delhi,Theft,51,Female,None,28.662394,77.237151,Market,70,1,official_fir,2,1,1,7.48,1
RPT008888,2024-02-29 13:00:00,Chennai,Burglary,25,Male,Sharp Object,13.069368,80.308345,Park,25,3,official_fir,13,0,4,4.81,0
RPT008889,2024-01-19 14:00:00,Bengaluru,Burglary,37,Other,Blunt Object,12.947479,77.501761,Market,35,2,official_fir,14,0,5,5.6,0
RPT008890,2024-04-12 23:00:00,Delhi,Snatching,55,Female,Poison,28.619702,77.189363,Market,91,1,official_fir,23,1,3,5.1,0
RPT008891,2024-01-06 09:00:00,Kolkata,Assault,47,Female,Sharp Object,22.641255,88.398451,Residential,59,2,official_fir,9,0,4,5.45,0
RPT008892,2024-03-04 16:00:00,Mumbai,Assault,56,Other,Sharp Object,19.094349,72.861733,Market,19,5,official_fir,16,0,6,3.32,0
RPT008893,2024-06-05 06:00:00,Hyderabad,Harassment,78,Male,None,17.339253,78.547608,Market,76,1,official_fir,6,0,2,8.74,1
RPT008894,2024-04-04 22:00:00,Hyderabad,Harassment,36,Male,Sharp Object,17.418165,78.513589,Residential,67,3,crowdsourced,22,1,4,3.52,0
RPT008895,2024-03-23 04:00:00,Bengaluru,Burglary,15,Male,None,12.968339,77.675715,Slum,72,5,news_report,4,1,5,0.0,0
RPT008896,2024-05-09 22:00:00,Bengaluru,Harassment,17,Male,Sharp Object,13.025158,77.600283,Residential,74,1,crowdsourced,22,1,6,5.34,0
RPT008897,2024-03-16 09:00:00,Hyderabad,Harassment,10,Other,None,17.331001,78.472042,Industrial,68,3,crowdsourced,9,0,5,4.72,0
RPT008898,2024-06-07 03:00:00,Kolkata,Burglary,34,Other,Sharp Object,22.601704,88.365944,Residential,36,2,news_report,3,1,5,5.11,0
RPT008899,2024-01-09 05:00:00,Hyderabad,Theft,76,Male,Sharp Object,17.402689,78.391578,Park,96,4,crowdsourced,5,1,4,2.35,0
RPT008900,2024-04-06 13:00:00,Delhi,Assault,63,Other,Blunt Object,28.587535,77.282476,Industrial,87,1,news_report,13,0,3,7.62,1
RPT008901,2024-06-24 23:00:00,Mumbai,Snatching,79,Male,Sharp Object,19.036029,72.831297,Industrial,60,4,news_report,23,1,0,2.1,0
RPT008902,2024-01-01 06:00:00,Kolkata,Burglary,29,Male,Blunt Object,22.537538,88.37078,Slum,85,3,crowdsourced,6,0,6,4.8,0
RPT008903,2024-01-22 21:00:00,Mumbai,Burglary,21,Female,None,18.984359,72.845729,Industrial,82,5,crowdsourced,21,1,0,3.22,0
RPT008904,2024-01-02 04:00:00,Kolkata,Harassment,36,Other,None,22.566259,88.310711,Slum,27,4,crowdsourced,4,1,5,1.48,0
RPT008905,2024-03-03 00:00:00,Hyderabad,Harassment,65,Other,None,17.319991,78.480732,Market,68,4,news_report,0,1,4,5.22,0
RPT008906,2024-04-03 08:00:00,Chennai,Burglary,34,Other,Sharp Object,13.166635,80.253383,Residential,57,3,news_report,8,0,1,5.97,0
RPT008907,2024-03-07 10:00:00,Mumbai,Theft,51,Other,Blunt Object,18.981682,72.817851,Market,69,3,crowdsourced,10,0,5,4.07,0
RPT008908,2024-01-18 11:00:00,Mumbai,Assault,11,Male,Sharp Object,19.1351,72.898945,Market,71,5,official_fir,11,0,3,3.43,0
RPT008909,2024-02-09 09:00:00,Bengaluru,Burglary,63,Male,None,13.021718,77.578243,Park,36,3,news_report,9,0,2,5.26,0
